bp,name
GO:0019752,carboxylic acid metabolic process
GO:0019755,one-carbon compound transport
GO:0019757,glycosinolate metabolic process
GO:0019759,glycosinolate catabolic process
GO:0019760,glucosinolate metabolic process
GO:0019762,glucosinolate catabolic process
GO:0019805,quinolinate biosynthetic process
GO:0019827,stem cell population maintenance
GO:0019852,L-ascorbic acid metabolic process
GO:0019853,L-ascorbic acid biosynthetic process
GO:0019856,pyrimidine nucleobase biosynthetic process
GO:0019859,thymine metabolic process
GO:0019860,uracil metabolic process
GO:0019877,diaminopimelate biosynthetic process
GO:0019878,lysine biosynthetic process via aminoadipic acid
GO:0019915,lipid storage
GO:0019932,second-messenger-mediated signaling
GO:0019933,cAMP-mediated signaling
GO:0019935,cyclic-nucleotide-mediated signaling
GO:0019941,modification-dependent protein catabolic process
GO:0019953,sexual reproduction
GO:0019985,translesion synthesis
GO:0019988,charged-tRNA amino acid modification
GO:0021700,developmental maturation
GO:0022402,cell cycle process
GO:0022403,cell cycle phase
GO:0022406,membrane docking
GO:0022411,cellular component disassembly
GO:0022412,cellular process involved in reproduction in multicellular organism
GO:0022414,reproductive process
GO:0022603,regulation of anatomical structure morphogenesis
GO:0022604,regulation of cell morphogenesis
GO:0022607,cellular component assembly
GO:0022611,dormancy process
GO:0022613,ribonucleoprotein complex biogenesis
GO:0022616,DNA strand elongation
GO:0022618,ribonucleoprotein complex assembly
GO:0022622,root system development
GO:0022900,electron transport chain
GO:0022904,respiratory electron transport chain
GO:0023051,regulation of signaling
GO:0023052,signaling
GO:0023056,positive regulation of signaling
GO:0023057,negative regulation of signaling
GO:0030001,metal ion transport
GO:0030003,cellular cation homeostasis
GO:0030004,cellular monovalent inorganic cation homeostasis
GO:0030007,cellular potassium ion homeostasis
GO:0030026,cellular manganese ion homeostasis
GO:0030029,actin filament-based process
GO:0030030,cell projection organization
GO:0030031,cell projection assembly
GO:0030036,actin cytoskeleton organization
GO:0030041,actin filament polymerization
GO:0030042,actin filament depolymerization
GO:0030048,actin filament-based movement
GO:0030050,vesicle transport along actin filament
GO:0030071,regulation of mitotic metaphase/anaphase transition
GO:0030091,protein repair
GO:0030100,regulation of endocytosis
GO:0030148,sphingolipid biosynthetic process
GO:0030149,sphingolipid catabolic process
GO:0030150,protein import into mitochondrial matrix
GO:0030154,cell differentiation
GO:0030155,regulation of cell adhesion
GO:0030162,regulation of proteolysis
GO:0030163,protein catabolic process
GO:0030166,proteoglycan biosynthetic process
GO:0030174,regulation of DNA-templated DNA replication initiation
GO:0030198,extracellular matrix organization
GO:0030201,heparan sulfate proteoglycan metabolic process
GO:0030203,glycosaminoglycan metabolic process
GO:0030242,autophagy of peroxisome
GO:0030243,cellulose metabolic process
GO:0030244,cellulose biosynthetic process
GO:0030245,cellulose catabolic process
GO:0030258,lipid modification
GO:0030259,lipid glycosylation
GO:0030261,chromosome condensation
GO:0030301,cholesterol transport
GO:0030307,positive regulation of cell growth
GO:0030322,stabilization of membrane potential
GO:0030327,prenylated protein catabolic process
GO:0030328,prenylcysteine catabolic process
GO:0030329,prenylcysteine metabolic process
GO:0030388,"fructose 1,6-bisphosphate metabolic process"
GO:0030417,nicotianamine metabolic process
GO:0030418,nicotianamine biosynthetic process
GO:0030422,siRNA processing
GO:0030433,ubiquitin-dependent ERAD pathway
GO:0030488,tRNA methylation
GO:0030490,maturation of SSU-rRNA
GO:0030497,fatty acid elongation
GO:0030522,intracellular receptor signaling pathway
GO:0030574,collagen catabolic process
GO:0030638,polyketide metabolic process
GO:0030639,polyketide biosynthetic process
GO:0030641,regulation of cellular pH
GO:0030705,cytoskeleton-dependent intracellular transport
GO:0030832,regulation of actin filament length
GO:0030833,regulation of actin filament polymerization
GO:0030834,regulation of actin filament depolymerization
GO:0030835,negative regulation of actin filament depolymerization
GO:0030836,positive regulation of actin filament depolymerization
GO:0030837,negative regulation of actin filament polymerization
GO:0030865,cortical cytoskeleton organization
GO:0030866,cortical actin cytoskeleton organization
GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity
GO:0030952,establishment or maintenance of cytoskeleton polarity
GO:0030968,endoplasmic reticulum unfolded protein response
GO:0030970,"retrograde protein transport, ER to cytosol"
GO:0030974,thiamine pyrophosphate transmembrane transport
GO:0031023,microtubule organizing center organization
GO:0031047,gene silencing by RNA
GO:0031048,small non-coding RNA-dependent heterochromatin formation
GO:0031053,primary miRNA processing
GO:0031055,chromatin remodeling at centromere
GO:0031056,regulation of histone modification
GO:0031057,negative regulation of histone modification
GO:0031058,positive regulation of histone modification
GO:0031060,regulation of histone methylation
GO:0031086,"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay"
GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0031099,regeneration
GO:0031109,microtubule polymerization or depolymerization
GO:0031110,regulation of microtubule polymerization or depolymerization
GO:0031112,positive regulation of microtubule polymerization or depolymerization
GO:0031113,regulation of microtubule polymerization
GO:0031116,positive regulation of microtubule polymerization
GO:0031118,rRNA pseudouridine synthesis
GO:0031119,tRNA pseudouridine synthesis
GO:0031120,snRNA pseudouridine synthesis
GO:0031122,cytoplasmic microtubule organization
GO:0031123,RNA 3'-end processing
GO:0031124,mRNA 3'-end processing
GO:0031125,rRNA 3'-end processing
GO:0031126,sno(s)RNA 3'-end processing
GO:0031145,anaphase-promoting complex-dependent catabolic process
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031163,metallo-sulfur cluster assembly
GO:0031167,rRNA methylation
GO:0031204,"post-translational protein targeting to membrane, translocation"
GO:0031221,arabinan metabolic process
GO:0031222,arabinan catabolic process
GO:0031279,regulation of cyclase activity
GO:0031281,positive regulation of cyclase activity
GO:0031293,membrane protein intracellular domain proteolysis
GO:0031297,replication fork processing
GO:0031323,regulation of cellular metabolic process
GO:0031324,negative regulation of cellular metabolic process
GO:0031325,positive regulation of cellular metabolic process
GO:0031326,regulation of cellular biosynthetic process
GO:0031327,negative regulation of cellular biosynthetic process
GO:0031328,positive regulation of cellular biosynthetic process
GO:0031329,regulation of cellular catabolic process
GO:0031330,negative regulation of cellular catabolic process
GO:0031331,positive regulation of cellular catabolic process
GO:0031333,negative regulation of protein-containing complex assembly
GO:0031334,positive regulation of protein-containing complex assembly
GO:0031347,regulation of defense response
GO:0031348,negative regulation of defense response
GO:0031349,positive regulation of defense response
GO:0031365,N-terminal protein amino acid modification
GO:0031396,regulation of protein ubiquitination
GO:0031397,negative regulation of protein ubiquitination
GO:0031398,positive regulation of protein ubiquitination
GO:0031399,regulation of protein modification process
GO:0031400,negative regulation of protein modification process
GO:0031401,positive regulation of protein modification process
GO:0031407,oxylipin metabolic process
GO:0031408,oxylipin biosynthetic process
GO:0031425,chloroplast RNA processing
GO:0031426,polycistronic mRNA processing
GO:0031440,regulation of mRNA 3'-end processing
GO:0031441,negative regulation of mRNA 3'-end processing
GO:0031445,regulation of heterochromatin formation
GO:0031455,glycine betaine metabolic process
GO:0031456,glycine betaine biosynthetic process
GO:0031468,nuclear membrane reassembly
GO:0031503,protein-containing complex localization
GO:0031506,cell wall glycoprotein biosynthetic process
GO:0031507,heterochromatin formation
GO:0031509,subtelomeric heterochromatin formation
GO:0031554,regulation of termination of DNA-templated transcription
GO:0031564,transcription antitermination
GO:0031570,DNA integrity checkpoint signaling
GO:0031573,mitotic intra-S DNA damage checkpoint signaling
GO:0031577,spindle checkpoint signaling
GO:0031590,wybutosine metabolic process
GO:0031591,wybutosine biosynthetic process
GO:0031640,killing of cells of another organism
GO:0031647,regulation of protein stability
GO:0031667,response to nutrient levels
GO:0031668,cellular response to extracellular stimulus
GO:0031669,cellular response to nutrient levels
GO:0031848,protection from non-homologous end joining at telomere
GO:0031929,TOR signaling
GO:0031930,mitochondria-nucleus signaling pathway
GO:0031990,mRNA export from nucleus in response to heat stress
GO:0032006,regulation of TOR signaling
GO:0032007,negative regulation of TOR signaling
GO:0032008,positive regulation of TOR signaling
GO:0032011,ARF protein signal transduction
GO:0032012,regulation of ARF protein signal transduction
GO:0032042,mitochondrial DNA metabolic process
GO:0032048,cardiolipin metabolic process
GO:0032049,cardiolipin biosynthetic process
GO:0032101,regulation of response to external stimulus
GO:0032103,positive regulation of response to external stimulus
GO:0032104,regulation of response to extracellular stimulus
GO:0032107,regulation of response to nutrient levels
GO:0032147,activation of protein kinase activity
GO:0032194,"ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate"
GO:0032200,telomere organization
GO:0032204,regulation of telomere maintenance
GO:0032205,negative regulation of telomere maintenance
GO:0032210,regulation of telomere maintenance via telomerase
GO:0032211,negative regulation of telomere maintenance via telomerase
GO:0032259,methylation
GO:0032261,purine nucleotide salvage
GO:0032262,pyrimidine nucleotide salvage
GO:0032264,IMP salvage
GO:0032268,regulation of cellular protein metabolic process
GO:0032271,regulation of protein polymerization
GO:0032272,negative regulation of protein polymerization
GO:0032273,positive regulation of protein polymerization
GO:0032309,icosanoid secretion
GO:0032324,molybdopterin cofactor biosynthetic process
GO:0032328,alanine transport
GO:0032350,regulation of hormone metabolic process
GO:0032351,negative regulation of hormone metabolic process
GO:0032352,positive regulation of hormone metabolic process
GO:0032365,intracellular lipid transport
GO:0032366,intracellular sterol transport
GO:0032367,intracellular cholesterol transport
GO:0032386,regulation of intracellular transport
GO:0032388,positive regulation of intracellular transport
GO:0032392,DNA geometric change
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032446,protein modification by small protein conjugation
GO:0032447,protein urmylation
GO:0032456,endocytic recycling
GO:0032465,regulation of cytokinesis
GO:0032467,positive regulation of cytokinesis
GO:0032468,Golgi calcium ion homeostasis
GO:0032469,endoplasmic reticulum calcium ion homeostasis
GO:0032472,Golgi calcium ion transport
GO:0032482,Rab protein signal transduction
GO:0032483,regulation of Rab protein signal transduction
GO:0032501,multicellular organismal process
GO:0032502,developmental process
GO:0032504,multicellular organism reproduction
GO:0032506,cytokinetic process
GO:0032507,maintenance of protein location in cell
GO:0032508,DNA duplex unwinding
GO:0032509,endosome transport via multivesicular body sorting pathway
